FLT_ARL_IATA,FLT_ROUTE,FLT_DATE,FLT_AIRCRAFT
HW,Berlin to Paris,April 2018,A 320
HW,Beirut to Paris,March 2018,NONE
HW,Berlin to Paris Orly,December 2017,NONE
HW,BSL to ALG,March 2016,NONE
XR,Moscow to Tunis via Algiers,May 2023,Boeing 737-800
XR,Montreal to Algiers,April 2020,A330-202
XR,Paris to Oran,July 2019,NONE
XR,Amman to Barcelona via Algiers,June 2018,NONE
XR,London to Algiers,July 2018,Boeing 737
XR,Algiers to Paris,March 2018,NONE
XR,Bamako to Algiers,October 2017,Boeing 737
XR,Algiers to Paris,March 2017,A330-200
XR,Paris to Algiers,March 2017,Boeing 737-800
XR,Algiers to Montreal,May 2017,NONE
XR,ORN to ORY,January 2017,Boeing 737-800
XR,TMX to ORA,May 2016,ATR 72-500
XR,London to Algiers,December 2015,A330
XR,Algiers to Lisbon,June 2015,Boeing 737
XR,Lille to Algiers,April 2015,B767-300
QX,Pointe-à-Pitre to Curaçao,July 2022,NONE
QX,Pointe A Pitre to Fort de France,October 2022,Viking twin Otter
QX,Point-à-pitre to Saint Martin,August 2019,NONE
QX,Point-a-Pietre to Melville Hall,February 2019,AT46
CL,Sharjah to Calicut ,July 2023,Airbus
CL,Sharjah to Beirut,June 2023,NONE
CL,Almaty to Entebbe via Sharjah,July 2023,NONE
CL,Mumbai to Tbilisi via Sharjah,May 2023,NONE
CL,Cairo to Jeddah,May 2023,NONE
CL,Kochi to Abu Dhabi,December 2022,A320
CL,Delhi to Amman via Sharjah,May 2023,A320
CL,Sharjah to Doha,April 2023,NONE
CL,Doha to Sharjah,March 2023,NONE
CL,Abu Dhabi to Cochin,March 2023,NONE
CL,Tangier to Madrid,February 2023,A320
CL,Sharjah to Tbilisi,February 2023,NONE
CL,Tangier to London,February 2023,A320
CL,Sharjah to Jeddah,February 2023,NONE
CL,Tbilisi to Abu Dhabi,February 2023,A320
CL,Doha to Tashkent via Sharjah,January 2023,NONE
CL,Kozhikode to Abu Dhabi,November 2022,NONE
CL,Barcelona to Nador,November 2022,Air Arabia
CL,Ahmedabad to Tbilisi via Sharjah,September 2022,A321
CL,Marrakesh to Fez,September 2022,NONE
CL,Abu Dhabi to Calicut,September 2022,NONE
CL,Baku to Abu Dhabi,August 2022,NONE
CL,Delhi to Abu Dhabi,September 2021,NONE
CL,Tangier to Amsterdam,August 2022,NONE
CL,London to Kathmandu via Abu Dhabi,July 2022,NONE
CL,Antalya to Delhi via Sharjah,August 2022,NONE
CL,Chennai to Doha via Sharajah,August 2022,NONE
CL,Jeddah to Alexandria,August 2022,A320
CL,Cairo to Khartoum,July 2022,NONE
CL,Abu Dhabi to Kathmandu,July 2022,NONE
CL,Kochi to Bahrain via Sharjah,July 2022,NONE
CL,Muscat to Sharjah,January 2022,A320
CL,Bangalore to Doha via Sharjah,April 2022,NONE
CL,Coimbatore to Kyiv via Sharjah,June 2021,NONE
CL,Sharjah to Assiut,April 2022,NONE
CL,Doha to Sharjah,April 2022,NONE
CL,Delhi to Abu Dhabi,March 2022,NONE
CL,Bishkek to Riyadh via Sharjah ,January 2022,NONE
CL,Casablanca to Basel,December 2021,NONE
CL,Abu Dhabi to Cochin,December 2021,NONE
CL,Kochi to Abu Dhabi,December 2021,NONE
CL,Ahmedabad to Sharjah,December 2021,A320
CL,Sharjah to Kyiv,December 2021,NONE
CL,Milan to  Cairo,September 2021,NONE
CL,Muscat to Calicut via Sharjah,September 2021,NONE
CL,Doha to Baku via Sharjah,September 2021,NONE
CL,Barcelona to Marrakech,April 2021,NONE
CL,Barcelona to Tangier,August 2020,NONE
CL,Brussels to Casablanca,December 2020,NONE
CL,Sharjah to Beirut,December 2020,NONE
CL,Brussels to Tangier,March 2020,NONE
CL,Barcelona to Tangier ,March 2020,NONE
CL,Jouf to Nairobi via Sharjah,May 2020,NONE
CL,Fez to Amsterdam,March 2020,NONE
CL,Milan to Cairo,July 2020,NONE
CL,Gatwick to Tangier,June 2020,NONE
CL,Marrakech to Gatwick,February 2020,A320
CL,London Gatwick to Marrakech,January 2020,A320
CL, Delhi to Amman via Sharjah,February 2020,NONE
CL,Chennai to Salalah via Sharjah,February 2020,NONE
CL,Cairo to Dhaka via Sharjah,December 2019,NONE
CL,Riyadh to Sialkot via Sharjah,February 2020,A321
CL,Cairo to Istanbul,January 2020,NONE
CL,Fes to Marrakech,October 2019,NONE
CL,Coimbatore to Riyadh via Sharjah,October 2019,NONE
CL,Casablanca to Tunis,September 2019,NONE
CL,Amsterdam to Tangier Morocco,September 2019,NONE
CL,Fez to Gatwick,September 2019,NONE
CL,Sharm El Sheikh to Amman,September 2019,A320
CL,Sharjah to Kuala Lumpur,August 2019,NONE
CL,Sharjah to Sohag,August 2019,NONE
CL,Gatwick to Fes,July 2019,NONE
CL,Casablanca to Lisbon,June 2019,A320
CL,Marrakesh to Fez,April 2019,A320
CL,Sharjah to Muscat,June 2019,A320
CL,Sharjah to Colombo,June 2019,A320
CL,Beirut to Sharjah,May 2019,A320
CL,Hyderabad to Bahrain via Sharjah,May 2019,A320
CL,Agadir to Birmingham,May 2019,NONE
CL,Prague to Kathmandu via Sharjah,April 2019,NONE
CL,Mumbai to Tbilisi via Sharjah,February 2019,NONE
CL,Gatwick to Fez,April 2019,NONE
CL,Amsterdam to Fez,April 2019,NONE
CL,Gatwick to Tangier,June 2018,NONE
CL,Dammam to Alexandria,December 2018,NONE
CL,Kuwait to Kathmandu via Sharjah,January 2019,A320
CL,Gatwick to Marrakech,December 2018,NONE
CL,Copenhagen to Agadir,December 2018,A320
CL,Cairo to Sharjah,December 2018,A320
CL,Baku to Sharjah,December 2018,NONE
CL,Marrakesh to London,November 2018,NONE
CL,Ras Al Khaima to Lahore,November 2018,A32X
CL,Sharjah to Goa,July 2018,NONE
CL,Brussels to Casablanca,September 2018,NONE
CL,Sharjah to Nairobi,August 2018,A320-200
CL,Bangalore to Moscow via Sharjah,July 2018,NONE
CL,Marrakesh to Paris,July 2018,NONE
CL,Sharjah to Jaipur,May 2018,A320
CL,Manchester to Agadir,April 2018,NONE
OU,Dubai to Ust-Kamenogorsk via Almaty,April 2023,Boeing 767 / A321LR
OU,Baku to Almaty,July 2023,A321
OU,Istanbul to Kazakhstan via Almaty ,May 2023,A321neo
OU,Tashkent to Astana via Almaty,May 2023,NONE
OU,Moscow to Nur-Sultan via Almaty / Bishkek,October 2022,NONE
OU,Istanbul to Astana,January 2023,NONE
OU,Istanbul to Delhi via Almaty ,April 2022,NONE
OU,Atyrau to Almaty,September 2022,NONE
OU,Aktobe to Almaty,July 2022,NONE
OU,Almaty to Tbilisi,May 2021,NONE
OU,Almaty to Frankfurt via Nur Sultan,February 2021,NONE
OU,Atyrau to Amsterdam ,December 2020,A321
OU,Nur-Sultan to Seoul,March 2020,NONE
OU,Almaty to St. Petersburg ,March 2020,A320 NEO
OU,Almaty to London via Nur Sultan,December 2019,NONE
OU,Almaty to Dubai,February 2020,E190-E2
OU,Almaty to Bishkek,January 2020,Embraer
OU,Atyrau to Almaty,August 2019,NONE
OU,London to Nur-Sultan,August 2019,NONE
OU,Tashkent to London via Almaty / Astana,November 2019,NONE
OU,Novosibirsk to Almaty via Nur Sultan,September 2019,E190 / Boeing 757
OU,Kuala Lumpur to Almaty,October 2019,Boeing 757
OU,Beijing to Almaty,September 2019,NONE
OU,Moscow to Shymkent via Almaty,September 2019,NONE
OU,Kuala Lumpur to Almaty,August 2019,NONE
OU,Astana to Delhi via Almaty,September 2019,NONE
OU,Baku to Bangkok via Nur-Sultan,June 2019,NONE
OU,Almaty to Moscow,July 2019,NONE
OU,Almaty to Dushanbe,July 2019,NONE
OU,Baku to Bishkek via Almaty,June 2019,A320 & Boeing 757-200
OU,Nur Sultan to Shymkent,May 2019,E90
OU,Almaty to Istanbul,June 2019,NONE
OU,Nur Sultan to Frankfurt,June 2019,Boeing 767
OU,Seoul to Istanbul via Almaty,April 2019,NONE
OU,St-Petersburg to Istanbul via Almaty,April 2019,A321neo / A320.
OU,Tbilisi to Bangkok via Almaty,April 2019,NONE
OU,Nursultan to Frankfurt,April 2019,B767
OU,Almaty to Istanbul,March 2019,NONE
OU,Dubai to Almaty,March 2019,A320
OU,Almaty to Astana,March 2019,NONE
OU,Heathrow to Astana ,January 2019,NONE
OU,Saint-Petersburg to Aktobe via Almaty,January 2019,Boeing 757 / A320 / E190
OU,Amsterdam to Atyrau,November 2018,A321
OU,Tashkent to Hong Kong,October 2018,A320 / Boeing 767-300
OU,St Petersburg to Tbilisi via Astana / Almaty,October 2018,A320 / B757 / E190
OU,Frankfurt to Bangkok via Astana / Almaty,October 2018,NONE
OU,Almaty to Hong Kong via Beijing,September 2018,NONE
OU,Delhi to Almaty,September 2018,NONE
OU,Delhi to Moscow via Astana,September 2018,A320
OU,Hong Kong to Tbilisi via Almaty,September 2018,NONE
OU,Bishkek to Kuala Lumpur via Almaty,September 2018,NONE
OU,Almaty to Kuala Lumpur,September 2018,B767
OU,Hong Kong to Almaty,February 2018,NONE
OU,Almaty to Seoul,July 2018,NONE
OU,Moscow to Delhi via Almaty,June 2018,Boeing 767 / A321
OU,St Petersburg to Ust-Kamenogorsk via Almaty,July 2018,A320 / E190
OU,St Petersburgh to Oskemen via Almaty,July 2018,A320 / Embraer 190
OU,St Petersburg to Bangkok via Almaty,July 2018,A320/B769
OU,Astana to Dubai,April 2018,NONE
OU,Kiev to Almaty,June 2018,A320
OU,Dushanbe to Astana via Almaty,June 2018,A320
OU,Atyrau to Istanbul ,June 2018,A320
OU,Delhi to Astana,May 2018,NONE
OU,Almaty to İstanbul,March 2018,Airbus 320
OU,Antalya to Almaty,May 2018,NONE
OU,Istanbul to Atyrau,May 2018,A320
OU,Tashkent to Almaty,April 2018,A321
OU,Almaty to Dubai,May 2018,A321
OU,Frankfurt to Astana,May 2018,NONE
OU,Almaty to Dubai,March 2018,A321
OU,Almaty to Astana,April 2018,NONE
OU,Bangkok to Kyiv via Almaty,January 2018,NONE
OU,Almaty to Kiev,April 2018,A320
OU,Kuala Lumpur to Almaty,April 2018,Boeing 767
OU,Moscow to Almaty,April 2018,A321
OU,Bangkok to Moscow via Almaty,February 2018,Boeing 757 / A320
OU,Almaty to Kuala Lumpur,March 2018,Boeing 757
OU,Tehran to Tashkent via Almaty,March 2018,NONE
OU,Bangkok to Frankfurt via Astana,February 2018,Boeing 767
OU,London Heathrow to Pavlodar via Astana,March 2018,Boeing 757
OU,Bishkek to Almaty,February 2018,NONE
OU,Astana to Frankfurt,February 2018,Boeing 757
OU,Astana to Paris,January 2018,NONE
OU,Moscow to Astana,December 2017,A320
OU,Astana to Almaty,December 2017,Boeing 757
OU,Pavlodar to Almaty,August 2017,E-190
OU,St Petersburg to Kamenogorsk via Astana,July 2017,A320 & E190
OU,London to Dushanbe via Astana / Almaty,May 2017,Boeing 757
OU,Astana to London,April 2017,NONE
OU,Hong Kong to Almaty,April 2017,Boeing 757
OU,Almaty to Bangkok,March 2017,Boeing 767
OU,Moscow to Almaty,April 2017,A321
OU,Istanbul to Almaty,January 2017,NONE
OU,Paris to Bangkok via Astana,March 2017,Boeing 757 / Boeing 767
OU,Bangkok to Almaty,February 2017,Boeing 767-300ER
RZ,Madagascar to Seychelles via La Reunion,April 2023,NONE
RZ,Mauritius to St Denis,August 2022,NONE
RZ,St-Denis de La Reunion to Mauritius,October 2021,NONE
RZ,Mauritius to Madagascar via Reunion Island,November 2019,NONE
RZ,Johannesburg to St Denis,October 2019,Boeing 777-300
RZ,Bangkok to Reunion,July 2019,Boeing 787-8 / A330
RZ,Paris to Reunion,June 2019,A330-200
RZ,La Réunion to Paris,May 2019,NONE
RZ,Reunion to Chennai,April 2019,NONE
RZ,St. Denis to Frankfurt via Paris,December 2018,NONE
RZ,Paris to Dzaoudzi via Reunion,September 2017,Boeing 777
RZ,Nosy Be to Antananarivo via St Denis,January 2018,NONE
RZ,Bangkok to Antananarivo via Saint-Denis,September 2017,Boeing 787 / 737
RZ,NOS to CDG via RUN,September 2016,NONE
RZ,RUN to JNB,January 2017,NONE
RZ,JNB to RUN,September 2016,Boeing 737
RZ,CDG to RUN,May 2016,NONE
RZ,Paris to Reunion,September 2015,Boeing 777
RD,Florence to London via Dusseldorf,September 2017,NONE
RD,Düsseldorf to Catania via Rome,October 2017,A320
RD,Milan to New York via Dusseldorf,September 2017,NONE
RD,Berlin to Prague,October 2017,NONE
RD,Frankfurt to Berlin,September 2017,NONE
RD,Berlin to Warsaw,September 2017,NONE
RD,San Francisco to Prague,September 2017,NONE
RD,Bonn to Prague via Berlin,September 2017,NONE
RD,Berlin to Helsinki,September 2017,Boeing 737
RD,Berlin to Geneva via Dusseldorf,September 2017,NONE
RD,Münster Osnabrück / Dusseldorf to Palma de Mallorca,August 2017,Boeing 737/A321
RD,Stockholm to Geneva via Dusseldorf,August 2017,NONE
RD,New York to Rome via Dusseldorf,July 2017,NONE
RD,Boston to Munich via Dusseldorf,July 2017,NONE
RD,Vienna to Sylt via Dusseldorf,August 2017,"A320, Dash 400"
RD,Copenhagen to Berlin,October 2016,A320
RD,Berlin to Milan ,July 2017,A320
RD,Berlin to Copenhagen,July 2017,A320
RD,Berlin to Vienna,July 2017,A320
RD,Berlin to Munich,July 2017,A320
RD,Berlin Tegel to Prague,July 2017,NONE
RD,Vienna to Krakow via Berlin Tegel,July 2017,A320
RD,Budapest to Reykjavik via Berlin,July 2017,A320
RD,Copenhagen to Berlin,July 2017,NONE
RD,New York to Bologna via Dusseldorf,July 2017,NONE
RD,Warsaw to Abu Dhabi via Berlin,July 2017,NONE
RD,Chicago to Warsaw via Berlin ,June 2017,A300
RD,Berlin to Stockholm,July 2017,NONE
RD,Düsseldorf to Milano,September 2016,A320
RD,"Stockholm to Boston via Berlin, Dussledorf",June 2017,NONE
RD,Chicago to Salzburg via Berlin,May 2017,NONE
RD,Budapest to Stockholm via Berlin,June 2017,NONE
RD,Boston to Copenhagen via Dusseldorf,June 2017,A330-200
RD,Orlando to Munich via Düsseldorf,June 2017,NONE
RD,Berlin to Chicago ,June 2017,A330-200
RD,SFO to CDG via TXL,June 2017,NONE
RD,Berlin to Frankfurt,May 2017,NONE
RD,Paris to Krakow via Berlin,May 2017,NONE
RD,Berlin to Paris,May 2017,NONE
RD,Berlin Tegel to Abu Dhabi,April 2017,A330-200 
RD,Zurich to New York via Berlin,May 2017,A330-200
RD,Berlin TXL to Frankfurt,May 2017,NONE
RD,Düsseldorf to Boston,May 2017,NONE
RD,New York JFK to Berlin Tegel,May 2017,A330
RD,Munich to Stockholm via Dusseldorf,May 2017,A320
RD,Frankfurt to Berlin Tegel,May 2017,NONE
RD,Berlin to Abu Dhabi,April 2017,A330-200
RD,Copenhagen to Munich via Dusseldorf,May 2017,NONE
RD,New York to Warsaw via Berlin,April 2017,A330
RD,Bucharest to Miami,April 2017,A320
RD,Frankfurt to Palma de Mallorca,April 2017,A320
RD,Abu Dhabi to Warsaw via Berlin,April 2017,NONE
RD,Prague to Berlin,April 2017,NONE
RD,New York JFK to Duesseldorf,April 2017,NONE
RD,Tel Aviv to Berlin,April 2017,A320
RD,Berlin to Stockholm,April 2017,NONE
RD,New York JFK to Berlin,March 2017,A330 DH4
RD,Abu Dhabi to Berlin,March 2017,NONE
RD,Milan to Berlin,March 2017,A320
RD,Milan to Vienna,March 2017,A320/A321
RD,Munich to Warsaw via Berlin,December 2016,Boeing 737-800
RD,Berlin to Bucharest,February 2017,A320
RD,Berlin to Abu Dhabi,January 2017,A330
RD,San Francisco to Munich,January 2017,NONE
RD,Berlin to Abu Dhabi,February 2017,NONE
RD,Stockholm to Düsseldorf,January 2017,A320
RD,Hurghada to Munich,January 2017,A320
RD,Rhodes to Paris via Berlin,August 2016,NONE
RD,FCO to JFK via DUS / TXL,January 2017,NONE
RD,DUS to LAX,January 2017,A330-200
RD,Stockholm to Chicago,December 2016,NONE
RD,TXL to ORD,January 2017,A330
RD,DUS to PUJ,January 2017,A330-200
RD,VIE to LAX via DUS,January 2017,NONE
RD,MIA to DUS,January 2017,A340
RD,ZRH to JFK via DUS,January 2017,A330-200
RD,SOF to TXL,December 2016,A319
RD,DUS to LAX,November 2016,A330
RD,TXL to JFK,October 2016,A330-200
RD,BCN to ARN via DUS,December 2016,NONE
RD,VCE to JFK via DUS,December 2016,NONE
RD,ORD to TXL,November 2016,A330
RD,FCO to CUR via DUS,November 2016,NONE
RD,MUC to AUH,December 2016,NONE
RD,MIA to DUS,November 2016,NONE
RD,DUS to TXL,December 2016,NONE
RD,KEF to TXL,December 2016,Boeing 737-800
RD,LAX to DUS,December 2016,NONE
RD,TXL to DUS,November 2016,A321
RD,VCE to DUS,November 2016,Q400
RD,TXL to SYD via AUH,November 2016,A330
RD,AUH to TXL,November 2016,A330
RD,FRA to TXL,November 2016,A320 / A321
RD,ARN to TXL,November 2016,NONE
RD,AUH to DUS via TXL,October 2016,A330-200
RD,ZRH to OTP via TXL,November 2016,A319 / A320
RD,ORY to TXL,November 2016,Boeing 737
RD,TXL to MIA,November 2016,A330
RD,DME to MIA via TXL,November 2016,NONE
HZ,Gaborone to Cape Town,November 2022,NONE
HZ,Maun to Johannesburg,May 2019,ATR 72
HZ,Maun to Joihannesburg,April 2017,NONE
HZ,JNB to GBE,June 2016,ATR 42 / ATR 72
SX,Accra to Abidjan,March 2019,E95
SX,Abidjan to Ougadaougou via Accra,November 2018,Embraer 170
SS,Seoul to Kuala Lumpur,December 2019,NONE
SS,Seoul to Busan,September 2019,A321
SS,Osaka to Busan,August 2019,NONE
SS,Gimpo to Daegu via Gimpo,March 2019,A320
SS,Jeju to Busan,September 2017,BX8104
SS,CJU to PUS,November 2016,A320
SS,CJU to GMP,July 2016,NONE
SS,Gimpo to Jeju,November 2015,A321
DH,Luxor to Cairo,April 2023,NONE
DH,Hurgada to Prague,February 2023,A320 Neo
DH,Hurghada to Cairo,December 2022,NONE
DH,Hurghada to Prague,October 2022,A320-214
DH,Cairo to Aswan,November 2021,NONE
DH,Aswan to Cairo,October 2019,NONE
DH,Warsaw to Marsa Alam,August 2019,A320
DH,Hurghada to Dusseldorf,April 2018,Boeing 737-800
DH,Hurghada to Prague,July 2017,A320
DH,Doha to Alexandria,May 2017,NONE
DH,DUS to HRG,June 2016,NONE
ZF,Tel Aviv to Edmonton via Toronto,July 2023,NONE
ZF,Manchester to San Francisco via Toronto,July 2023,NONE
ZF,Washington to Vancouver,July 2023,NONE
ZF,London to Pearson,July 2023,NONE
ZF,Toronto to Frankfurt,July 2023,NONE
ZF,Frankfurt to Toronto via Montreal,July 2023,NONE
ZF,Phoenix to Montreal,July 2023,NONE
ZF,Ottawa to Florida via Toronto,March 2023,NONE
ZF,Montreal to Sydney via Vancouver,July 2023,Boeing 777-200
ZF,Toronto to Atlanta,July 2023,Bombardier CRJ700
ZF,Toronto to Los Angeles,July 2023,A330-300
ZF,Montreal to Seattle,July 2023,NONE
ZF,Montreal to Chicago,June 2023,NONE
ZF,Seattle to Comox,July 2023,NONE
ZF,Montreal to Paris,June 2023,NONE
ZF,Toronto to Auckland via Vancouver ,July 2023,NONE
ZF,Sydney to Toronto via Vancouver,July 2023,NONE
ZF,Paris to Portland via Toronto,July 2023,NONE
ZF,Manchester to San Jose via Toronto,July 2023,NONE
ZF,Toronto to Frankfurt,November 2022,NONE
ZF,Vancouver to Edmonton,July 2023,NONE
ZF,Calgary to Los Angeles ,July 2023,NONE
ZF,Boston to Montreal,July 2023,embraer
ZF,Montreal to Vancouver ,July 2023,NONE
ZF,London to Vancouver,July 2023,NONE
ZF,London to Los Angeles via Toronto,July 2023,NONE
ZF,Montreal to Fort Lauderdale,July 2023,NONE
ZF,Rome to Montreal via Toronto,July 2023,NONE
ZF,Frankfurt to Atlanta via Toronto,July 2023,NONE
ZF,Baltimore to Chicago ,June 2023,NONE
ZF,Baltimore to Toronto,July 2023,NONE
ZF,Montreal to Delhi,July 2023,Boeing 787-9
ZF,Edinburgh to Toronto,June 2023,Boeing 787 
ZF,Winnipeg to Toronto,July 2023,NONE
ZF,Lisbon to Baltimore via Toronto,July 2023,NONE
ZF,Baltimore to Brisbane via Toronto / Vancouver,July 2023,NONE
ZF,Toronto Pearson Airport to Dublin,July 2023,NONE
ZF,Toronto to Boston,July 2023,NONE
ZF,Vancouver to Copenhagen via Toronto,June 2023,Boeing 787-8 
ZF,Toronto to Lisbon,June 2023,NONE
ZF,Rome to Toronto,June 2023,NONE
ZF,Toronto to Madrid,June 2023,A330-300
ZF,Toronto to Vienna,June 2023,Boeing 787
ZF,Sao Paulo to Toronto,June 2023,NONE
ZF,Toronto to Amsterdam,June 2023,NONE
ZF,Lisbon to Toronto ,June 2023,NONE
ZF,St. Louis to London Heathrow via Toronto ,June 2023,NONE
ZF,Toronto to Montreal,June 2023,Boeing 737 max
ZF,Vancouver to London ,June 2023,NONE
ZF,Milan to Houston via Montreal,June 2023,NONE
ZF,Nashville to Barcelona,June 2023,NONE
ZF,Fort Myers to Toronto,June 2023,A320-200
ZF,Frankfurt to Calgary,June 2023,Boeing 787-10
ZF,Orlando to Toronto,August 2022,NONE
ZF,Montreal to London,June 2023,Boeing 787-9
ZF,Amsterdam to Toronto via Montreal,June 2023,NONE
ZF,Kelowna to Toronto,June 2023,NONE
ZF,Frankfurt to Toronto,June 2023,Boeing 787-8
ZF,Los Angeles to Toronto,June 2023,AC 790
ZF,Regina to Montreal via Dallas,June 2023,NONE
ZF,Varadero to Toronto,June 2023,NONE
ZF,Toronto to Vancouver via Cleveland,June 2023,NONE
ZF,Saskatoon to Moncton via Toronto,June 2023,NONE
ZF,Montreal to Pointe-à-Pitre,June 2023,Boeing 737 Max
ZF,Chicago to Halifax,June 2023,NONE
ZF,Montreal to Miami,May 2023,NONE
ZF,Malaga to Montreal via Lisbon,May 2023,NONE
ZF,Vancouver to Sydney,May 2023,NONE
ZF,London to Sydney (NS) via Montreal,May 2023,NONE
ZF,Cincinnati to Toronto,May 2023,NONE
ZF,Frankfurt to Vancouver,May 2023,Boeing 787-9
ZF,Sydney to Boston via Vancouver / Montreal,May 2023,NONE
ZF,Vancouver to Houston,May 2023,NONE
ZF,London to Calgary,May 2023,NONE
ZF,Kamloops to Cancun via Toronto,May 2023,Rouge
ZF,Ottawa to Vancouver,May 2023,Boeing 777-200ER
ZF,Vancouver to Victoria,May 2023,Q-400
ZF,Montreal to Vancouver,May 2023,NONE
ZF,Athens to Washington via Toronto,May 2023,NONE
ZF,Toronto to Seattle,January 2023,A220
ZF,London to Edmonton,May 2023,NONE
ZF,Calgary to Frankfurt,May 2023,NONE
ZF,Phoenix to Vancouver,May 2023,NONE
ZF,Atlanta to Edmonton via Toronto,May 2023,NONE
ZF,Toronto to London,October 2022,NONE
ZF,Toronto to Ottawa,April 2023,NONE
ZF,Toronto to Providenciales,January 2023,A321-200
ZF,Toronto to Manila via Vancouver,February 2023,NONE
ZF,Toronto to Edmonton,March 2023,NONE
ZF,Frankfurt to Raleigh via Toronto,December 2022,NONE
ZF,Puerto Vallarta to Edmonton via Calgary,April 2023,NONE
ZF,Seattle to London via Vancouver,April 2023,Boeing 777-300
ZF,Seattle to Punta Cana via Toronto,April 2023,NONE
ZF,Fort Lauderdale to Montreal,April 2023,A330
ZF,Orlando to Montreal,April 2023,NONE
ZF,Saint Louis to Toronto,December 2022,NONE
ZF,Vancouver to Vienna via Toronto,April 2023,NONE
ZF,Newark to Toronto,October 2022,NONE
ZF,Vancouver to San Diego,April 2023,NONE
ZF,Montreal to New York,April 2023,NONE
RP,Punta Cana to Toronto,July 2023,A321
RP,Montreal to Miami,July 2023,NONE
RP,Kelowna to Toronto,July 2023,NONE
RP,YUL to YTT,July 2023,NONE
RP,Fort McMurray to Moncton via Toronto,June 2023,NONE
